100,Self-discipline causes which of the following?,Job satisfaction,Better planning,More friends                                                                                                                                                                                                                                                   ,Better social life,Better planning,gymSmallAlpha.PNG,matrix                        ,small                         ,alpha                         ,gym                           
101,Which of the following indirect causal relationships is correct?                                                                                                                                                                                               ,Taking supplements -> gym mania -> evident results,Popularity -> gym budy -> unhappiness ,Health issues -> inability to focus -> obesity                                                                                                                                                                                                                                                  ,Pleasant gym time -> available gym facilities -> gym mania,Taking supplements -> gym mania -> evident results,gymLargeAlpha.PNG,matrix                        ,large                         ,alpha                         ,gym                           
102,Studying in groups causes which of the following?,Pass exams,Critical thinking,Independent work, Good essay skills,Pass exams,studentSmallHier.jpg,node-linked                   ,small                         ,hier                          ,student                       
103,Which of the following indirect causal relationships is correct?                                                                                                                                                                                               ,Good argumentation -> successful debates -> pass exams,Good Argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                             ,Logical thinking -> self motivation -> independent work,Independent work -> pass exams -> study goups                                                                                                                                                                                                                                               ,Good Argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                             ,studentSmallHier.jpg,node-linked                   ,small                         ,hier                          ,student                       
104,Negative parenting causes which of the following?,Underaged drinking,Low salary,Alcoholism,Childhood issues,Childhood issues,drinkingIssuesMedParallel.jpg,node-linked                   ,medium                        ,parallel                      ,drinking                      
105,Which of the following indirect causal relationships is correct?                                                                                                                                                                                               ,Drinking parents -> drinking friends -> underaged drinking,Low salary -> loneliness -> alcoholism,Underaged drinking -> gambling -> depression,Negative parenting -> behavioural issues -> low grades,Underaged drinking -> gambling -> depression,drinkingIssuesMedParallel.jpg,node-linked                   ,medium                        ,parallel                      ,drinking                      
1,Alcoholism causes which of the following?                                                                                                                                                                                                                                                                   ,Behavioural Issues                                                                                                                                                                                                                                                                                          ,Emotional issues                                                                                                                                                                                                                                                                                            ,Depression                                                                                                                                                                                                                                                                                                  ,Loneliness                                                                                                                                                                                                                                                                                                  ,Depression                                                                                                                                                                                                                                                                                                  ,drinkingIssuesSmallHier.jpg                                                                                                                                                                             ,node-linked                   ,small                         ,hier                          ,drinking                      
2,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Drinking parents->Childhood Isses -> Underaged drinking                                                                                                                                                                                                                                                     ,Loneliness -> behavioural issues -> depression                                                                                                                                                                                                                                                              ,Low grades -> behavioural issues -> emotional issues                                                                                                                                                                                                                                                        ,Childhood issues -> drinking parents -> underaged drinking                                                                                                                                                                                                                                                  ,Childhood issues -> drinking parents -> underaged drinking                                                                                                                                                                                                                                                  ,drinkingIssuesSmallHier.jpg                                                                                                                                                                             ,node-linked                   ,small                         ,hier                          ,drinking                      
3,Joining sports societies causes which of the following?                                                                                                                                                                                                                                                     ,Doing sports                                                                                                                                                                                                                                                                                                ,Participation is team sports                                                                                                                                                                                                                                                                                ,More friends                                                                                                                                                                                                                                                                                                ,Self-discipline                                                                                                                                                                                                                                                                                             ,More friends                                                                                                                                                                                                                                                                                                ,sportSmallOrganic.jpg                                                                                                                                                                                   ,node-linked                   ,small                         ,organic                       ,gym                           
4,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Doing sports -> participation in team sports -> team work behaviour                                                                                                                                                                                                                                         ,More friends -> better social life -> self-discipline                                                                                                                                                                                                                                                       ,Better planning -> self-discipline -> doing sports                                                                                                                                                                                                                                                          ,More friends -> better planning -> self-discipline                                                                                                                                                                                                                                                          ,Doing sports -> participation in team sports -> team work behaviour                                                                                                                                                                                                                                         ,sportSmallOrganic.jpg                                                                                                                                                                                   ,node-linked                   ,small                         ,organic                       ,gym                           
5,Good argumentation causes which of the following?                                                                                                                                                                                                                                                           ,Self-motivation                                                                                                                                                                                                                                                                                             ,Successful Debates                                                                                                                                                                                                                                                                                          ,Study groups                                                                                                                                                                                                                                                                                                ,Independent work                                                                                                                                                                                                                                                                                            ,Successful Debates                                                                                                                                                                                                                                                                                          ,studentSmallParallel.jpg                                                                                                                                                                                ,node-linked                   ,small                         ,parallel                      ,student                       
6,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Good essay skills -> pass exams -> study groups                                                                                                                                                                                                                                                             ,Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ,Study groups -> studying in the library -> logical thinking                                                                                                                                                                                                                                                 ,Critical thinking -> Successful debates -> Good argumentation                                                                                                                                                                                                                                               ,Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ,studentSmallParallel.jpg                                                                                                                                                                                ,node-linked                   ,small                         ,parallel                      ,student                       
7,Drinking parents causes which of the following?                                                                                                                                                                                                                                                             ,Childhood issues                                                                                                                                                                                                                                                                                            ,Depression                                                                                                                                                                                                                                                                                                  ,Emotional issues                                                                                                                                                                                                                                                                                            ,Behavioural issues                                                                                                                                                                                                                                                                                          ,Behavioural issues                                                                                                                                                                                                                                                                                          ,drinkingSmallAlpha.PNG                                                                                                                                                                                  ,matrix                        ,small                         ,alpha                         ,drinking                      
8,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Drinking friends -> behavioural issues -> low grades                                                                                                                                                                                                                                                        ,Loneliness -> behavioural issues -> depression                                                                                                                                                                                                                                                              ,Drinking friends -> childhood issues -> behavioural issues                                                                                                                                                                                                                                                  ,Alcoholism -> depression -> low grades                                                                                                                                                                                                                                                                      ,Drinking friends -> behavioural issues -> low grades                                                                                                                                                                                                                                                        ,drinkingSmallAlpha.PNG                                                                                                                                                                                  ,matrix                        ,small                         ,alpha                         ,drinking                      
9,More friends causes which of the following?                                                                                                                                                                                                                                                                 ,Better social life                                                                                                                                                                                                                                                                                          ,Job satisfaction                                                                                                                                                                                                                                                                                            ,Team work behaviour                                                                                                                                                                                                                                                                                         ,Team activities                                                                                                                                                                                                                                                                                             ,Better social life                                                                                                                                                                                                                                                                                          ,gymSmallOutDD.PNG                                                                                                                                                                                       ,matrix                        ,small                         ,outDD                         ,gym                           
10,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Doing sports -> better social life -> team work behavour                                                                                                                                                                                                                                                    ,Doing sports -> more friends -> job satisfaction                                                                                                                                                                                                                                                            ,Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ,Job satisfaction -> self-discipline -> team work behavour                                                                                                                                                                                                                                                   ,Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ,gymSmallOutDD.PNG                                                                                                                                                                                       ,matrix                        ,small                         ,outDD                         ,gym                           
11,Good essay skills causes which of the following?                                                                                                                                                                                                                                                            ,Study groups                                                                                                                                                                                                                                                                                                ,Good Argumentation                                                                                                                                                                                                                                                                                          ,Pass exams                                                                                                                                                                                                                                                                                                  ,Critical thinking                                                                                                                                                                                                                                                                                           ,Pass exams                                                                                                                                                                                                                                                                                                  ,studentSmallInDD.PNG                                                                                                                                                                                    ,matrix                        ,small                         ,inDD                          ,student                       
12,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Good argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                               ,Critical thinking -> logical thinking -> pass exams                                                                                                                                                                                                                                                         ,Study groups -> good argumentation -> logical thinking                                                                                                                                                                                                                                                      ,Studying in the library -> pass exams -> critical thinking                                                                                                                                                                                                                                                  ,Good argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                               ,studentSmallInDD.PNG                                                                                                                                                                                    ,matrix                        ,small                         ,inDD                          ,student                       
13,Missed deadlines causes which of the following?                                                                                                                                                                                                                                                             ,Poor performance                                                                                                                                                                                                                                                                                            ,Watching movies                                                                                                                                                                                                                                                                                             ,Regular Drinking                                                                                                                                                                                                                                                                                            ,Good Planning                                                                                                                                                                                                                                                                                               ,Poor performance                                                                                                                                                                                                                                                                                            ,studentMedHier.jpg                                                                                                                                                                                      ,node-linked                   ,medium                        ,hier                          ,student                       
14,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ,Poor lecture attednance -> many friends -> self-motivation                                                                                                                                                                                                                                                  ,Independent work->pass exams -> relaxed-self                                                                                                                                                                                                                                                                ,Doesn't miss deadlines -> hard work -> high grades during exam                                                                                                                                                                                                                                              ,Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ,studentMedHier.jpg                                                                                                                                                                                      ,node-linked                   ,medium                        ,hier                          ,student                       
15,Low grades causes which of the following factors?                                                                                                                                                                                                                                                           ,Alcoholism                                                                                                                                                                                                                                                                                                  ,Drinking friends                                                                                                                                                                                                                                                                                            ,Low salary                                                                                                                                                                                                                                                                                                  ,Childhood issues                                                                                                                                                                                                                                                                                            ,Low salary                                                                                                                                                                                                                                                                                                  ,drinkingIssuesMedOrganic.jpg                                                                                                                                                                            ,node-linked                   ,medium                        ,organic                       ,drinking                      
16,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Childhood issues -> obesity -> binge eating                                                                                                                                                                                                                                                                 ,Binge eating -> health issues -> loneliness                                                                                                                                                                                                                                                                 ,Negative parenting -> childhood issues -> drinking parents                                                                                                                                                                                                                                                  ,Gambling -> depression -> obesity                                                                                                                                                                                                                                                                           ,Negative parenting -> childhood issues -> drinking parents                                                                                                                                                                                                                                                  ,drinkingIssuesMedOrganic.jpg                                                                                                                                                                            ,node-linked                   ,medium                        ,organic                       ,drinking                      
17,Gym dislike causes which of the following?                                                                                                                                                                                                                                                                  ,Anxiety to attend                                                                                                                                                                                                                                                                                           ,Sports avoidance                                                                                                                                                                                                                                                                                            ,Gym buddy                                                                                                                                                                                                                                                                                                   ,Gym Mania                                                                                                                                                                                                                                                                                                   ,Sports avoidance                                                                                                                                                                                                                                                                                            ,sportMedParallel.jpg                                                                                                                                                                                    ,node-linked                   ,medium                        ,parallel                      ,gym                           
18,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Gym dislike -> gym budy -> pleasant gym time                                                                                                                                                                                                                                                                ,Regular gym attendance -> taking supplements -> tired body                                                                                                                                                                                                                                                  ,Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ,Taking supplements -> gym mania -> gym facilities                                                                                                                                                                                                                                                           ,Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ,sportMedParallel.jpg                                                                                                                                                                                    ,node-linked                   ,medium                        ,parallel                      ,gym                           
19,Good planning causes which of the following                                                                                                                                                                                                                                                                 ,Study groups                                                                                                                                                                                                                                                                                                ,Pass exams                                                                                                                                                                                                                                                                                                  ,Doesn't miss deadlines                                                                                                                                                                                                                                                                                      ,Relaxed Self                                                                                                                                                                                                                                                                                                ,Doesn't miss deadlines                                                                                                                                                                                                                                                                                      ,studentMedAlpha.PNG                                                                                                                                                                                     ,matrix                        ,medium                        ,alpha                         ,student                       
20,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Meditation -> relaxed self -> pass exams                                                                                                                                                                                                                                                                    ,Late bed time -> many friends -> hard work                                                                                                                                                                                                                                                                  ,Fail exams -> study groups -> watching movies                                                                                                                                                                                                                                                               ,Confidence -> high grades during terms -> regular drinking                                                                                                                                                                                                                                                  ,Meditation -> relaxed self -> pass exams                                                                                                                                                                                                                                                                    ,studentMedAlpha.PNG                                                                                                                                                                                     ,matrix                        ,medium                        ,alpha                         ,student                       
21,Underaged drinking causes which of the following?                                                                                                                                                                                                                                                           ,Binge eating                                                                                                                                                                                                                                                                                                ,Lack of self-esteem                                                                                                                                                                                                                                                                                         ,Gambling                                                                                                                                                                                                                                                                                                    ,Alcoholism                                                                                                                                                                                                                                                                                                  ,Gambling                                                                                                                                                                                                                                                                                                    ,drinkingMedOutDD.PNG                                                                                                                                                                                    ,matrix                        ,medium                        ,outDD                         ,drinking                      
22,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Drinking parents->underaged drinking -> gambling                                                                                                                                                                                                                                                           ,Poor education -> drinking friends -> loneliness                                                                                                                                                                                                                                                            ,Smoking -> Obesity -> health issues                                                                                                                                                                                                                                                                         ,Sedentary lifestyle -> alcoholism -> obesity                                                                                                                                                                                                                                                                ,Drinking parents->underaged drinking -> gambling                                                                                                                                                                                                                                                           ,drinkingMedOutDD.PNG                                                                                                                                                                                    ,matrix                        ,medium                        ,outDD                         ,drinking                      
23,Gym mania causes which of the following?                                                                                                                                                                                                                                                                    ,Large gym                                                                                                                                                                                                                                                                                                   ,Gym buddy                                                                                                                                                                                                                                                                                                   ,Health issues                                                                                                                                                                                                                                                                                               ,Obesity                                                                                                                                                                                                                                                                                                     ,Health issues                                                                                                                                                                                                                                                                                               ,gymMedInDD.PNG                                                                                                                                                                                          ,matrix                        ,medium                        ,inDD                          ,gym                           
24,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Tired body-> health issues -> Sports avoidance                                                                                                                                                                                                                                                              ,Regular gym attendance -> taking supplements -> tired body                                                                                                                                                                                                                                                  ,Anxiety to attend -> gym dislike -> sports avoidance                                                                                                                                                                                                                                                        ,Join sports societies -> pleasant gym time -> available gym facilities                                                                                                                                                                                                                                      ,Anxiety to attend -> gym dislike -> sports avoidance                                                                                                                                                                                                                                                        ,gymMedInDD.PNG                                                                                                                                                                                          ,matrix                        ,medium                        ,inDD                          ,gym                           
25,Sports avoidance causes which of the following?                                                                                                                                                                                                                                                             ,Obesity                                                                                                                                                                                                                                                                                                     ,Social gym experience                                                                                                                                                                                                                                                                                       ,Large gym                                                                                                                                                                                                                                                                                                   ,Doing sports                                                                                                                                                                                                                                                                                                ,Obesity                                                                                                                                                                                                                                                                                                     ,sportLargeHier.jpg                                                                                                                                                                                      ,node-linked                   ,large                         ,hier                          ,gym                           
26,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Pain -> unwillingness to return -> popularity                                                                                                                                                                                                                                                               ,Feeling happy -> being fit -> emotional stability                                                                                                                                                                                                                                                           ,Gym Mania -> health issues -> Evident results                                                                                                                                                                                                                                                               ,Obesity -> inability to focus -> large gym                                                                                                                                                                                                                                                                  ,Feeling happy -> being fit -> emotional stability                                                                                                                                                                                                                                                           ,sportLargeHier.jpg                                                                                                                                                                                      ,node-linked                   ,large                         ,hier                          ,gym                           
27,Study groups causes which of the following?                                                                                                                                                                                                                                                                 ,Family support                                                                                                                                                                                                                                                                                              ,Hard work                                                                                                                                                                                                                                                                                                   ,Pass exams                                                                                                                                                                                                                                                                                                  ,Missed deadlines                                                                                                                                                                                                                                                                                            ,Pass exams                                                                                                                                                                                                                                                                                                  ,studentLargeOrganic.jpg                                                                                                                                                                                 ,node-linked                   ,large                         ,organic                       ,student                       
28,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Meditation -> regular drinking -> good social life                                                                                                                                                                                                                                                          ,Many friends -> pass exams -> confidence                                                                                                                                                                                                                                                                    ,Lack of motivation -> not present for an exam -> relaxed -self                                                                                                                                                                                                                                              ,Missed deadlines -> Poor performance -> Fail exams                                                                                                                                                                                                                                                          ,Missed deadlines -> Poor performance -> Fail exams                                                                                                                                                                                                                                                          ,studentLargeOrganic.jpg                                                                                                                                                                                 ,node-linked                   ,large                         ,organic                       ,student                       
29,Childhood issues causes which of the following?                                                                                                                                                                                                                                                             ,Early age drinking                                                                                                                                                                                                                                                                                          ,Low self-representation                                                                                                                                                                                                                                                                                     ,Depression                                                                                                                                                                                                                                                                                                  ,Negativity                                                                                                                                                                                                                                                                                                  ,Early age drinking                                                                                                                                                                                                                                                                                          ,drinkingIssuesLargeParallel.jpg                                                                                                                                                                         ,node-linked                   ,large                         ,parallel                      ,drinking                      
30,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ,Early age drinking -> depression -> gambling                                                                                                                                                                                                                                                                ,Low self-representation -> low salary -> lack of self-esteem                                                                                                                                                                                                                                                ,Behavioural issues -> poor education -> regular drinking                                                                                                                                                                                                                                                    ,Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ,drinkingIssuesLargeParallel.jpg                                                                                                                                                                         ,node-linked                   ,large                         ,parallel                      ,drinking                      
31,Social gym experience causes which of the following?                                                                                                                                                                                                                                                        ,Pleasant gym time                                                                                                                                                                                                                                                                                           ,Being fit                                                                                                                                                                                                                                                                                                   ,Feeling happy                                                                                                                                                                                                                                                                                               ,Health issues                                                                                                                                                                                                                                                                                               ,Pleasant gym time                                                                                                                                                                                                                                                                                           ,gymLargeAlpha.PNG                                                                                                                                                                                       ,matrix                        ,large                         ,alpha                         ,gym                           
32,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Regular gym attendance -> anxiety to attend -> gym mania                                                                                                                                                                                                                                                    ,Pain -> Popularity -> tired body                                                                                                                                                                                                                                                                            ,Gym overuse -> taking supplements -> Evident results                                                                                                                                                                                                                                                        ,Health issues -> Inability to fucus -> Pain                                                                                                                                                                                                                                                                 ,Gym overuse -> taking supplements -> Evident results                                                                                                                                                                                                                                                        ,gymLargeAlpha.PNG                                                                                                                                                                                       ,matrix                        ,large                         ,alpha                         ,gym                           
33,Availabe gym facilities causes which of the following?                                                                                                                                                                                                                                                      ,Gym buddy                                                                                                                                                                                                                                                                                                   ,Gym overuse                                                                                                                                                                                                                                                                                                 ,Being fit                                                                                                                                                                                                                                                                                                   ,Feeling happy                                                                                                                                                                                                                                                                                               ,Gym buddy                                                                                                                                                                                                                                                                                                   ,gymLargeOutDD.PNG                                                                                                                                                                                       ,matrix                        ,large                         ,outDD                         ,student                       
34,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Sports avoidance -> Gym overuse -> pain                                                                                                                                                                                                                                                                     ,Being fit -> large gym -> Feeling happy                                                                                                                                                                                                                                                                     ,Gym buddy -> social gym experience -> pleasant gym                                                                                                                                                                                                                                                          ,Evident results -> pleasant gym time -> pain                                                                                                                                                                                                                                                                ,Gym buddy -> social gym experience -> pleasant gym                                                                                                                                                                                                                                                          ,gymLargeOutDD.PNG                                                                                                                                                                                       ,matrix                        ,large                         ,outDD                         ,student                       
35,Low self-representation causes which of the following factors?                                                                                                                                                                                                                                              ,Criminal behaviour                                                                                                                                                                                                                                                                                          ,Low grades                                                                                                                                                                                                                                                                                                  ,Low salary                                                                                                                                                                                                                                                                                                  ,Negative parenting                                                                                                                                                                                                                                                                                          ,Low salary                                                                                                                                                                                                                                                                                                  ,drinkingLargeInDD.PNG                                                                                                                                                                                   ,matrix                        ,large                         ,inDD                          ,drinking                      
36,Which of the following indirect causal relationships is correct?                                                                                                                                                                                                                                            ,Low self-representation -> binge eating -> negative parenting                                                                                                                                                                                                                                               ,Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ,Low salary -> negative attitude-> smoking                                                                                                                                                                                                                                                                   ,Drinking friends -> emotional problems -> gambling                                                                                                                                                                                                                                                          ,Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ,drinkingLargeInDD.PNG                                                                                                                                                                                   ,matrix                        ,large                         ,inDD                          ,drinking                      
